분류,자치구,공연/행사명,날짜,장소,기관명,이용대상,이용요금,문의,출연자정보,프로그램소개,기타내용,홈페이지?주소,대표이미지,신청일,시민/기관,시작일,종료일,테마분류,경도(Y좌표),위도(X좌표),유무료,문화포털상세URL,행사시간
전시/미술,은평구,[삼각산금암미술관] 머묾 Sojourn,2026-04-14~2026-06-14,삼각산금암미술관,은평역사한옥박물관,누구나,,02-351-8534,,,,https://museum.ep.go.kr/exhibit/special.asp?page=v&seq=30,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2201e42c5c35480a84a25af3d9918770&thumb=Y,2026-04-24,기관,00:00.0,00:00.0,기타,126.9409111,37.64162803,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157618&menuNo=200009,10:00 ~ 18:00
교육/체험,양천구,[양천중앙도서관] K-POP다가치,2026-04-14~2026-05-26,양천중앙도서관 B1 세미나실1,양천문화재단,초등3~6학년,,02-2699-5919,,"‘K-POP 다가치’는 노래 가사를 깊이 있게 분석하며 자연스럽게 문해력을 키우고,   세상에 단 하나뿐인 나만의 K-POP을 직접 만들어보는 특별한 창작 수업입니다.",,https://lifestudy.yangcheon.go.kr/sugang/prgm/lctre/view.do?menuNo=300001&pageIndex=1&pageUnit=12&choseong=&searchLctreTrgtCdArr=&searchSeCd1Arr=&searchDayWCdArr=&searchSttusCdArr=&searchFreeAtArr=&searchFacilitiesArr=&lctreNo=829323&searchType=lctre&searchWrd=&eclstTyCd=ET_04&eclstNo=24&facilities=&dongCd1=&dongCd2=&pageSize=10&sttusCd=&searchOrder=&searchUpDown=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ca6e0699ae1f474ba4dddff87bd64254&thumb=Y,2026-03-12,기관,00:00.0,00:00.0,어린이/청소년 문화행사,126.8336297,37.51365196,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157030&menuNo=200011,매주 화요일 15:30~17:00
교육/체험,양천구,[양천중앙도서관] 퇴근 후 디지털 클래스 노션(Notion) 실습 과정,2026-04-14~2026-05-19,양천중앙도서관 4층 디지털자료실,양천문화재단,성인,,02-2699-5919,,노션(Notion)과 AI 기능을 활용해 업무?학습?일상 기록을 하나의 공간에서 관리하는 방법을 배우는 실습 중심 디지털 활용 프로그램입니다.,,https://buly.kr/AarScPZ,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3e9d5084397841dfac3faae628d3aad3&thumb=Y,2026-03-10,기관,00:00.0,00:00.0,기타,126.8336297,37.51365196,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=156979&menuNo=200011,매주 화요일 19:00~21:00
교육/체험,노원구,[서울시립과학관] 2026 과학관 성인교육 [식물 아뜰리에: 관찰과 표본],2026-04-14~2026-04-28,서울시립과학관 3층 1교육실,서울시립과학관,성인 누구나,"15,000원",02-970-4581,,,,https://science.seoul.go.kr/program/science/read?menuId=14&progMstId=1802,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3c6f9ebe594f45d19f277bd27046a8b5&thumb=Y,2026-04-09,기관,00:00.0,00:00.0,기타,127.0774371,37.64199411,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157359&menuNo=200011,10:00~12:00
전시/미술,종로구,[운현궁] 2026 기획전시 [태평성대를 꿈꾸며_고색창연 단체전],2026-04-14~2026-04-19,운현궁 기획전시실,운현궁,누구나,,02-766-9090,,,,https://www.unhyeongung.or.kr/sub/prpgram/exhibition_list.php?abmode=view&no=1872&group=basic&code=B35,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2e17d3da9c87479c941a2d68f1638c0b&thumb=Y,2026-04-10,기관,00:00.0,00:00.0,기타,126.9870834,37.57607865,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157386&menuNo=200009,10:00 ~ 18:00
영화,서초구,[서초문화재단] 2026 심산 영화관 [로마의 휴일],2026-04-14~2026-04-14,심산기념문화센터 반포심산아트홀,서초문화재단,12세 이상 관람가,,02-3477-2805,,,,https://www.seochocf.or.kr/site/main/seocho/show/view?show_idx=927,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6c0d73925bec4be78859a0882401e22d&thumb=Y,2026-03-13,기관,00:00.0,00:00.0,기타,126.9912425,37.49883446,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157045&menuNo=200013,"화 10:00, 14:00 (118분)"
교육/체험,중구,"[서울시립미술관] 《지구울림 - 헤르츠앤도우》 토크 프로그램 [크로스워크, 청각적 생태계의 실천에 대하여]",2026-04-14~2026-04-14,"온라인 스트리밍, 상시",서울시립미술관,누구나,,"02-2124-5297, 5285",,,,https://sema.seoul.go.kr/kr/whatson/education/detail?acadmyEeNo=1514289,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ebe4a439a56649d0a84ab078b2f8f6f8&thumb=Y,2026-04-01,기관,00:00.0,00:00.0,기타,126.9736993,37.56410607,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157285&menuNo=200011,"온라인 스트리밍, 상시"
클래식,종로구,[세종문화회관] 2026 누구나 클래식 with 강릉시립교향악단,2026-04-14~2026-04-14,세종문화회관 세종대극장,세종문화회관,7세 이상 관람 가능 (2019년 이전 출생자),"관람료 선택제 1,000원 3,000원 5,000원 10,000원",02-399-1000,,,,https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=36846&menuNo=200320#none,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c0247e918599427db13228c74d4f836c&thumb=Y,2026-03-05,기관,00:00.0,00:00.0,기타,126.9760053,37.5726241,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=156934&menuNo=200008,19:30
클래식,광진구,[서울시립교향악단] 2026 서울시향 우리동네 실내악 : 나루아트센터,2026-04-14~2026-04-14,나루아트센터 대공연장,서울시립교향악단,초등학생 이상 관람가,,02-2049-4700 (나루아트센터),,,,https://www.naruart.or.kr/exhibition/program_view.php?page=1&sch_tab=date&sch_year=2026&sch_month=04&sch_notice=N&idx=10253,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5b46248bc20f4368ac3869e22b56ee09&thumb=Y,2026-03-09,기관,00:00.0,00:00.0,기타,127.070576,37.53757063,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=156959&menuNo=200008,19:30 ~ 20:30
전시/미술,종로구,[서울역사박물관] PUTTO,2026-04-13~2026-05-10,서울역사박물관 로비전시실,서울역사박물관,누구나,,홈페이지 참고,,,,https://museum.seoul.go.kr/www/board/NR_boardView.do?sortName=&searchVal=&bbsCd=1004&endDt=&searchKey=TITLE___1002&sso=ok&regPwd=N&pageType=&sortOrder=&startDt=&currentPage=&seq=20260413113614296&ctgCd=&showSummaryYn=N,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0c06e4c751eb4d72be2cc9790f3e1955&thumb=Y,2026-04-22,기관,00:00.0,00:00.0,기타,126.9705237,37.57050753,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157571&menuNo=200009,9:00 ~ 18:00 (입장마감 : 17:30) 매주 금요일 21:00 까지
교육/체험,은평구,[구립증산도서관] 도서관 주간 기념 어린이 독서 캠프 [넘겨서 세계속으로],2026-04-13~2026-04-14,구립증산도서관 지하 문화강좌실,은평구청,초등학교 2~3학년 어린이 12명,,02-307-6030,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=2302&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2d6b55beecd644548ee964a30997fef8&thumb=Y,2026-04-08,기관,00:00.0,00:00.0,어린이/청소년 문화행사,126.9076713,37.58280944,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157338&menuNo=200011,16:00 ~ 17:30 (총 2회차)
클래식,중구,[서울시립교향악단] 2026 서울시향 우리동네 실내악 : 정동제일교회,2026-04-13~2026-04-13,정동제일교회 벧엘예배당,서울시립교향악단,초등학생 이상 관람가,,02-753-0001 (정동제일교회),,,,https://www.seoulphil.or.kr/perf/view?perfNo=7315,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e142f126fb7d46a4b9820684a2f3de23&thumb=Y,2026-03-09,기관,00:00.0,00:00.0,기타,126.9724498,37.56518302,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=156966&menuNo=200008,12:00 ~ 13:00
독주/독창회,종로구,소프라노 이윤정 독창회,2026-04-13~2026-04-13,세종문화회관 세종체임버홀,세종문화회관,7세 이상 관람 가능 (2019년 이전 출생자),"전석 20,000원",02-581-5404,,,,https://www.sejongpac.or.kr/portal/performance/performance/performTicket.do?performIdx=36986&menuNo=200320,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=76c42521bc2f4f729757373c07bbb642&thumb=Y,2026-04-01,시민,00:00.0,00:00.0,기타,126.9760053,37.5726241,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157281&menuNo=200008,19:30
교육/체험,도봉구,[서울시립 사진미술관] 2026 서울사진축제 : 포토라이브러리 워크숍 [일요일의 독서클럽],2026-04-12~2026-06-07,"2층 영상홀, 4층 포토라이브러리",서울시립미술관,누구나,,02-514-7971,,,,https://sema.seoul.go.kr/kr/whatson/series/detail?exNo=1520995,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=498300d2f5194d3b8fd3d736e7cb345f&thumb=Y,2026-04-16,기관,00:00.0,00:00.0,기타,127.0489478,37.65551502,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157487&menuNo=200011,상세 시간내용 참조
교육/체험,노원구,[서울시립과학관] 2026년 상반기 가족 과학 실험교실 [과학에 물들다],2026-04-12~2026-05-03,"서울시립과학관 1~3교육실, 3층 스타홀",서울시립과학관,성인(보호자) 및 초등학교 4학년 이상,"1인당 10,000원",02-970-4581,,,,https://science.seoul.go.kr/program/science/read?menuId=14&progMstId=1766,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cf584d544eb14d48b7ef860c8c0c4f4c&thumb=Y,2026-03-10,기관,00:00.0,00:00.0,기타,127.0774371,37.64199411,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=156986&menuNo=200011,각 회차 별 상이
교육/체험,구로구,[구로문화누리도서관] 북토크 [지구의 끝에서 발견한 것은],2026-04-12~2026-04-19,구로문화누리도서관 4층 큰누리홀,구로구청,초등학생 이상 누구나,무료,02-860-5484,"이정모, 문경수","남극과 북극을 주제로 2주에 걸쳐 북토크를 진행합니다. 과학커뮤니케이터 이정모 관장이 들려주는 남극의 이야기와, 과학탐험가 문경수가 들려주는 북극의 이야기를 통해 극지 연구 현장과 생태계에 대해 생각해봅니다.",,https://lib.guro.go.kr/#/libprg/culture-lecture/detail/6350,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1a1b0b8fda024386a5bdcdbb89ce22b8&thumb=Y,2026-03-25,기관,00:00.0,00:00.0,기타,126.8611599,37.49273718,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157151&menuNo=200011,"매주 일, 15:00 ~ 17:00"
교육/체험,은평구,[서울문화예술교육센터 은평] 가족왈츠파티(오후반),2026-04-12~2026-04-19,서울무용창작센터,서울문화재단,"만 6세(2020년생) ~ 초등 3학년(2017년생) 12가족 (아이 1명, 보호자 1명)",,02-2106-1308,,,,https://www.sfac.or.kr/asa/edu/view.do?eduMstSeq=36712,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0761b39d36e24d04945161202c1dbaa4&thumb=Y,2026-03-12,기관,00:00.0,00:00.0,가족 문화행사,126.8937824,37.5851271,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157016&menuNo=200011,13:30~14:30
교육/체험,도봉구,"[김근태기념도서관] 도서관주간?작가초청강연 [AI, 글쓰기, 저작권:AI를 활용하고 AI를 넘어서기]",2026-04-12~2026-04-12,"김근태기념도서관 공간, 마루(2층 다목적 강당)",도봉구청,누구나,,070-7718-8135,정지우 작가,,,https://www.unilib.dobong.kr/edusat/view.do?edu_idx=5803&prepage=%2Fedusat%2Flist.do%3Fsh_ct_idx%3D83,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6a9bc0179b784602b30510fa72403309&thumb=Y,2026-03-17,기관,00:00.0,00:00.0,기타,127.0440199,37.68766744,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157070&menuNo=200011,10:30 ~ 12:00
콘서트,중구,[서울 스테이 라운지 - 공연을 기다려-봄!] 싱어송라이터 사운드힐즈,2026-04-12~2026-04-12,서울갤러리 지하 1층 공연장,서울시청,시민 누구나,,02-6324-1400,,,,https://www.seoul.go.kr/seoulgallery/www/program/view.do?key=2509020016&prgmSn=51,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bc32c077f27541eabbe0d62f7b131405&thumb=Y,2026-04-06,기관,00:00.0,00:00.0,기타,126.9779184,37.56637078,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157314&menuNo=200008,14:00~14:30 (30분)
클래식,서초구,이선아 피아노 독주회,2026-04-12~2026-04-12,예술의전당 인춘아트홀,기타,미취학아동 입장불가,전석 3만원, 02-525-6162,,,,https://www.sac.or.kr/site/main/show/show_view?SN=78849,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=55ed1e67714e4e02915f8a455a39e77e&thumb=Y,2026-03-24,시민,00:00.0,00:00.0,기타,127.0142152,37.4802402,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157147&menuNo=200008,14:00
교육/체험,마포구,[마포구립서강도서관] 4월/어린이메이킹 [행복맘껏time] (두 번째 일요일은 해봄공간 오픈데이),2026-04-12~2026-04-12,마포구립서강도서관 4층 어린이자료실 해봄,마포구청,초등1-6학년 해봄이와 양육자,,02-3141-7053,,,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=12208,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a8f21a4deec14c999173e3dc9403311f&thumb=Y,2026-03-25,기관,00:00.0,00:00.0,어린이/청소년 문화행사,126.9320618,37.54773473,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157174&menuNo=200011,13:00-15:00
교육/체험,성동구,[성동구립용답도서관] 2026 용답도서관 도서관의 날?도서관주간 [토끼 구름 토끼] 김진희 작가와의 만남 ,2026-04-12~2026-04-12,성동구립용답도서관,성동문화재단,어린이,,02-2204-6477,,,,https://www.sdlib.or.kr/YD/contents.do?a_num=55661714,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=45780837c0124eaebc076b8595ac312b&thumb=Y,2026-03-24,기관,00:00.0,00:00.0,어린이/청소년 문화행사,127.0513042,37.56669993,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157144&menuNo=200011,10:00
기타,중구,[서울도서관] 마술사의 도서관 - 도서관주간 기념 마술쇼,2026-04-12~2026-04-12,서울도서관 1층 생각마루,서울도서관,서울도서관 회원 (어린이/가족 회원 환영!),,02-2133-0238,,,,https://lib.seoul.go.kr/lecture/applyDetail/6721,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=208543274d694dd79b7cac469d957a83&thumb=Y,2026-04-07,기관,00:00.0,00:00.0,기타,126.9778292,37.56631742,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157330&menuNo=200013,일요일 14:00 ~ 15:00
교육/체험,은평구,[구립증산도서관] 도서관의 날 기념 [팔랑팔랑 벚꽃 북크닉],2026-04-12~2026-04-12,지하 문화강좌실 및 불광천,은평구청,6~8세 아동 10명,,02-307-6030,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=2301&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5169ba0a181f4aad96ca528ec315ed40&thumb=Y,2026-04-06,기관,00:00.0,00:00.0,어린이/청소년 문화행사,126.9076713,37.58280944,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157326&menuNo=200011,10:30 ~ 12:00
축제-전통/역사,종로구,2026 의정부지 역사유적광장 전통무예행사,2026-04-11~2026-10-31,의정부지 역사유적광장,서울시청,일반인(현장 관람),,02-737-6444,,,,https://cafe.naver.com/ujbj2025?iframe_url_utf8=%2FArticleRead.nhn%253Fclubid%3D31457131%2526articleid%3D25%2526referrerAllArticles%3Dtrue,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=628a9bae996a407bbfee67752dd508db&thumb=Y,2026-04-07,기관,00:00.0,00:00.0,기타,126.9779671,37.57480365,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157327&menuNo=200010,"*개막 4.11(토), 11:00~12:00, 14:00~15:00"
교육/체험,노원구,[서울시립과학관] 미스터리 AI 사라진 가족의 행방,2026-04-11~2026-08-22,서울시립과학관 1층 메이커스튜디오,서울시립과학관,중학생 이상 ~ 성인,"1인당 5,000원",02-970-4581,,,,https://science.seoul.go.kr/program/science/read?menuId=14&progMstId=1858,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=670b9eb5726e40858604a89cfc7b3b5c&thumb=Y,2026-04-16,기관,00:00.0,00:00.0,기타,127.0774371,37.64199411,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157492&menuNo=200011,1회차 10:00 ~ 12:00 / 2회차 15:00 ~ 17:00
교육/체험,성동구,[서울하수도과학관] 날아라! 재이용수 물로켓,2026-04-11~2026-06-27,서울하수도과학관 ,서울하수도과학관,초등학생 3~6학년,무료,02-2211-2540,,"재이용수의 뜻과 일상 속 활용 사례 이해, 재이용수 물로켓 발사 실험",,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S260310162140386351,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=385727de1664469f98ed9daeeb55368a&thumb=Y,2026-03-27,기관,00:00.0,00:00.0,어린이/청소년 문화행사,127.0603649,37.5604667,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157215&menuNo=200011,기간 중 매주 토요일 14:00 ~ 16:00
교육/체험,성동구,[서울하수도과학관] 팡!팡! 우리 가족 재이용수 물로켓,2026-04-11~2026-06-27,서울하수도과학관 ,서울하수도과학관,7세 유아 ~ 초등 2학년 동반 가족 / 3학년 이상은 별도 프로그램 이용 ,무료,02-2211-2540,,"재이용수의 뜻과 일상 속 활용 사례 이해, 재이용수 물로켓 발사 실험",,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S260310160112155377,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3960ad94ef28487f98dfcebfc96ef29e&thumb=Y,2026-03-27,기관,00:00.0,00:00.0,어린이/청소년 문화행사,127.0603649,37.5604667,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157227&menuNo=200011,기간 중 매주 토요일 오전 10:30 ~ 12:10
교육/체험,성동구,[서울하수도과학관] 이름 없는 오염원 '비점' 미스테리!,2026-04-11~2026-06-27,서울하수도과학관 ,서울하수도과학관,초등학생 3~6학년,무료,02-2211-2540,,"물순환테마파크 견학 및 미로 탈출 미션, 비점오염원의 뜻과 문제점, 해결방안 탐구 ",,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S260310164108029690,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2349906ff684456987f2c34c3c3ce768&thumb=Y,2026-03-27,기관,00:00.0,00:00.0,어린이/청소년 문화행사,127.0603649,37.5604667,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157225&menuNo=200011,기간 중 매주 토요일 14:30 ~16:30
전시/미술,종로구,2026 아뜰리에 광화 봄 전시 [피어나는 빛],2026-04-11~2026-06-19,세종문화회관 외벽 미디어파사드,서울시청,누구나,,02-6952-4907,,,,https://www.instagram.com/mediaartseoul/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=196d7f704d5646a2bb4bb40523a8c4aa&thumb=Y,2026-04-14,기관,00:00.0,00:00.0,기타,126.9760053,37.5726241,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157432&menuNo=200009,매일 18:00~ 23:00
기타,영등포구,2026 책읽는 한강공원,2026-04-11~2026-05-23,여의도한강공원 멀티플라자 및 잔디한강 일대,미래한강본부,"가족 단위 방문객, MZ세대 피크닉족, 인근 주민 및 관광객",,070-4492-0088,,,,https://hangang.seoul.go.kr/www/eventMng/detail.do?srchType=list&evntSn=387&mid=538&pageNo=1&keyword=&opt4=&opt11=&opt12=&opt13=&opt14=#pstnList,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=33d2b8c5b5784f62b59cc903b9978e33&thumb=Y,2026-04-30,기관,00:00.0,00:00.0,기타,126.9352221,37.52641658,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157701&menuNo=200013,13:00 ~ 20:00 (프로그램별 60~120분 탄력 운영)
교육/체험,강북구,"[서울문화예술교육센터 강북] 워크숍 'play, play' [꿈틀꿈틀 마음인형 조각소]",2026-04-11~2026-05-02,3층 움직임창작실 2,서울문화재단,초등 1-2학년 총 20명,,02-2105-2321/2312/2316,,,,https://www.sfac.or.kr/asa/edu/view.do?eduMstSeq=36696,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=04ee06c1417845d39bc33a8a3697ee5c&thumb=Y,2026-03-12,기관,00:00.0,00:00.0,어린이/청소년 문화행사,127.0177222,37.61955517,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157012&menuNo=200011,13:00~15:00
콘서트,금천구,[금천문화재단] 2026 찾아가는 금천라이브,2026-04-11~2026-04-18,"안양천 퐁당퐁당 어린이 물놀이장, 맑은누리 작은도서관",금천문화재단,누구나,,070-8831-5345,,,,https://gcfac.or.kr/performance/commonView?gcfac_menu_cd=U0007&currRow=1&seq_no=3680&perDisGubun=performance&returnURI=%2Fperformance%2FcurrentList&serhDate=&serhPerforDisplay=&serhTitle=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9ff21a4f7786462c98d670ba2d820dd3&thumb=Y,2026-03-24,기관,00:00.0,00:00.0,기타,126.8867494,37.46340871,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157130&menuNo=200008,14:00
연극,마포구,[마포문화재단] 2026 M 초이스 연극 [비기닝],2026-04-11~2026-04-12,마포아트센터 아트홀맥,마포문화재단,15세이상 관람가능,"R석 66,000원, S석 55,000원","02-3274-8600 [문의1번] 평일 9:00-18:00 (토,일 공휴일 휴무)",,,,https://www.mfac.or.kr/performance/whole_view.jsp?sc_b_category=17&sc_b_code=BOARD_1207683401&pk_seq=2606&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=91d673a823b5455ab00075419d2d46d6&thumb=Y,2026-02-11,기관,00:00.0,00:00.0,기타,126.9455338,37.54990609,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=156731&menuNo=200008,"(토) 14:00, 18:00, (일) 14:00, 18:00"
교육/체험,송파구,[송파문화재단] 양정무 교수 명사 특강 [일상에서 만나는 명작의 순간],2026-04-11~2026-04-11,송파글마루도서관 B1 숲속극장,송파문화재단,성인 100명,,070-7770-0285,,,,https://www.splib.or.kr/intro/menu/10068/bbs/20001/bbsPostDetail.do?currentPageNo=1&postIdx=612292&manageCd=ALL,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=afa0b129359f4912aa1e0aee4caef38e&thumb=Y,2026-03-25,기관,00:00.0,00:00.0,기타,127.1304779,37.48083422,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157163&menuNo=200011,14:00 ~ 16:00
콘서트,종로구,토마스 스트로넨 내한공연,2026-04-11~2026-04-11,JCC아트센터 콘서트홀,기타,만7세 이상,"R석 88,000원 / S석 77,000원",1544-6399,,,,https://ticket.yes24.com/Perf/57361,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=feba5da6748a44528f134745660d2cf6&thumb=Y,2026-03-04,시민,00:00.0,00:00.0,기타,127.0018857,37.58718318,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=156913&menuNo=200008,17:00
콘서트,구로구,[구로문화재단] 2026 이달의 공연 [사운드트립]_4월 소냐&진정훈,2026-04-11~2026-04-11,구로근린공원(기상 상황에 따라 변경될 수 있음),구로문화재단,8세 이상 관람가,,02-2029-1725 / 1700,,,,https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3940&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=267a0ec5dec74a60ab3bfc27d8fc7b71&thumb=Y,2026-03-11,기관,00:00.0,00:00.0,기타,126.8895927,37.49712336,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157009&menuNo=200008,14:00
교육/체험,은평구,"문예북흥 No.59 - 『들뢰즈, 괴물의 사유』를 통해 보는 국악인 원일의 시나위적 음악과 삶. 신神, 아我, 위爲, 하나가 되다.",2026-04-11~2026-04-11,이호철북콘서트홀,은평역사한옥박물관,누구나,"5,000원",02-351-8581,,,,https://lbch.kr/event_info/event/event_info_view.php?board_id=101&sh=&sl=&shca=&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c815aa375f104de5b3e85d83851ee5f4&thumb=Y,2026-03-27,기관,00:00.0,00:00.0,기타,126.9264997,37.6139965,유료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157230&menuNo=200011,14:00 ~ 16:00
교육/체험,은평구,[서울문화예술교육센터 은평 ] 사회공헌 프로그램 어린이 워크숍 [숨어라 쉿!],2026-04-11~2026-04-11,서울문화예술교육센터 은평 1층 공연장,서울문화재단,초등학생(2014-2019년 출생 어린이) 최대 10명,,02-2106-1302,,,,https://www.sfac.or.kr/participation/sfac_program.do?pageIndex=&eduMstSeq=36758&eduScheSeq=&mode=VIEW&mstStatus=&eduGubunSel=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=014e2994d48748a49bc456de3a35eff7&thumb=Y,2026-03-25,기관,00:00.0,00:00.0,어린이/청소년 문화행사,126.8937824,37.5851271,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157170&menuNo=200011,10:00 ~ 12:00
교육/체험,구로구,[서울아트책보고] 김난지 작가와 함께하는 그림책 속 주인공 되어 보기 : 나의 장화 화분에서는 어떤 식물이 자랄까?,2026-04-11~2026-04-11, 서울아트책보고 워크숍룸,서울아트책보고,초등 저학년,,02-2066-4838,,,,https://artbookbogo.kr/seoul/menu/10024/program/30009/cultureDetail.do?currentPageNo=1&cultureIdx=23732&searchCultureTypeCd=ALL&searchOperStatusCd=ALL,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=edf636736d844ab98d154b60307602df&thumb=Y,2026-03-31,기관,00:00.0,00:00.0,어린이/청소년 문화행사,126.8670887,37.49821257,무료,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=157260&menuNo=200011,14:00 ~ 16:00
